ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group	mice	celltypes
GO:006201211	GO:0062012	regulation of small molecule metabolic process	19/445	368/28943	5.14431293180676e-06	0.000185078606178392	0.000131776620791428	Acadl/Anxa1/Atpif1/Cd74/Ceacam2/Clcn2/Cpt1a/Dbi/Egr1/Fdps/Gk/Ier3/Ldlr/Ndufc2/Nos2/Nupr1/Stat3/Vcp/Zbtb7a	19	-1	SPF	EC (Saa1 high)
GO:00067903	GO:0006790	sulfur compound metabolic process	18/445	335/28943	5.26512671881635e-06	0.000185078606178392	0.000131776620791428	Acly/Acot7/Eef1g/Ethe1/Far1/Fasn/Gpx1/Gsta4/Gstm1/Gstm2/Hmgcs1/Hmgn5/Hspa9/Mgst1/Ndufab1/Nudt19/Pdha1/Suclg1	18	-1	SPF	EC (Saa1 high)
GO:00713531	GO:0071353	cellular response to interleukin-4	6/445	30/28943	5.5464303257638e-06	0.000191546457829229	0.000136381753993619	Fasn/Hsp90ab1/Hspa5/Rpl3/Rplp0/Rps2	6	-1	SPF	EC (Saa1 high)
GO:0034599	GO:0034599	cellular response to oxidative stress	16/445	273/28943	5.91122396497886e-06	0.000200624903018291	0.000142845639008518	Aldh2/Anxa1/Fos/Gch1/Gpx1/Jun/Mapk13/Mgst1/P4hb/Ppia/Prdx1/Psap/Rack1/Rps3/Tnfaip3/Zc3h12a	16	-1	SPF	EC (Saa1 high)
GO:00706701	GO:0070670	response to interleukin-4	6/445	32/28943	8.24733957328068e-06	0.000270581465833384	0.000192654958628478	Fasn/Hsp90ab1/Hspa5/Rpl3/Rplp0/Rps2	6	-1	SPF	EC (Saa1 high)
GO:0035303	GO:0035303	regulation of dephosphorylation	11/445	136/28943	8.72885805220553e-06	0.000279421303483666	0.000198948954233654	Calm1/Calm2/Hsp90ab1/Ppia/Ppp1r15a/Ppp1r1b/Ppp6r1/Ptbp1/Rpl5/Ywhab/Ywhae	11	-1	SPF	EC (Saa1 high)
GO:00105631	GO:0010563	negative regulation of phosphorus metabolic process	21/445	453/28943	8.72969782283233e-06	0.000279421303483666	0.000198948954233654	Actb/Eif4g1/Gadd45g/Ier3/Irf1/Jun/Mvp/Npm1/Nupr1/Pebp1/Ppia/Ppp1r15a/Ppp1r1b/Pycard/Rack1/Socs3/Stat3/Tnfaip3/Ywhab/Ywhae/Zc3h12a	21	-1	SPF	EC (Saa1 high)
GO:00459361	GO:0045936	negative regulation of phosphate metabolic process	21/445	453/28943	8.72969782283233e-06	0.000279421303483666	0.000198948954233654	Actb/Eif4g1/Gadd45g/Ier3/Irf1/Jun/Mvp/Npm1/Nupr1/Pebp1/Ppia/Ppp1r15a/Ppp1r1b/Pycard/Rack1/Socs3/Stat3/Tnfaip3/Ywhab/Ywhae/Zc3h12a	21	-1	SPF	EC (Saa1 high)
GO:00702694	GO:0070269	pyroptosis	6/445	33/28943	9.94986763434223e-06	0.000313381031011243	0.000223128400086344	Casp4/Gsdmc/Gsdmc2/Gsdmc3/Gsdmc4/Pycard	6	-1	SPF	EC (Saa1 high)
GO:0006820	GO:0006820	anion transport	22/445	500/28943	1.20939246783764e-05	0.000371982667646625	0.000264852972191747	Abcc3/Abcd3/Ano1/Anxa1/Car2/Cd47/Ceacam2/Clca3a2/Clcn2/Clic4/Il1rn/Itgb1/Mgst1/Nos2/Psap/Slc25a3/Slc25a5/Slc38a2/Slc5a8/Slc6a14/Stard10/Vdac1	22	-1	SPF	EC (Saa1 high)
GO:00346121	GO:0034612	response to tumor necrosis factor	13/445	202/28943	1.64490012146552e-05	0.000490603922591647	0.000349311724359065	Actn4/Gas6/Gch1/Irf1/Krt18/Krt8/Nfkbia/Nos2/Pycard/Rps3/Zc3h12a/Zfp36/Zfp36l1	13	-1	SPF	EC (Saa1 high)
GO:00065752	GO:0006575	cellular modified amino acid metabolic process	13/445	203/28943	1.73332483471727e-05	0.000509261184647901	0.000362595760789637	Acadl/Aldh1l1/Cpt1a/Duox2/Eef1g/Ethe1/Gch1/Gpx1/Gsta4/Gstm1/Gstm2/Hmgn5/Mgst1	13	-1	SPF	EC (Saa1 high)
GO:00024952	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	5/445	24/28943	2.80526780695762e-05	0.000774622108156518	0.000551533674858176	Cd74/H2-Aa/H2-Ab1/H2-Eb1/Pycard	5	-1	SPF	EC (Saa1 high)
GO:0006633	GO:0006633	fatty acid biosynthetic process	11/445	154/28943	2.8135880484222e-05	0.000774622108156518	0.000551533674858176	Abcd3/Acadl/Acly/Acot7/Anxa1/Cd74/Ceacam2/Elovl7/Fasn/Ndufab1/Scd2	11	-1	SPF	EC (Saa1 high)
GO:00068391	GO:0006839	mitochondrial transport	11/445	154/28943	2.8135880484222e-05	0.000774622108156518	0.000551533674858176	Atpif1/Chchd10/Hk2/Hsp90aa1/Hspd1/Ier3/Samm50/Slc25a5/Stat3/Ucp2/Ywhaz	11	-1	SPF	EC (Saa1 high)
GO:00316681	GO:0031668	cellular response to extracellular stimulus	14/445	245/28943	2.96695192789151e-05	0.000805578602766128	0.000573574808274053	Atf3/Chka/Dsc2/Eif4g1/Fos/Gas6/Hspa5/Itga6/Jun/Klf10/Pim1/Slc39a4/Tfrc/Zc3h12a	14	-1	SPF	EC (Saa1 high)
GO:00508705	GO:0050870	positive regulation of T cell activation	14/445	246/28943	3.10270194690474e-05	0.000831019342401554	0.000591688704681721	Actb/Anxa1/Cd47/Cd74/H2-Aa/H2-Ab1/H2-Eb1/Hsp90aa1/Hspd1/Irf1/Nfkbiz/Pycard/Rps3/Tfrc	14	-1	SPF	EC (Saa1 high)
GO:00069131	GO:0006913	nucleocytoplasmic transport	17/445	347/28943	3.12397415990424e-05	0.000831019342401554	0.000591688704681721	Bcl3/Gas6/Hsp90ab1/Hspa9/Ier3/Lmna/Nfkbia/Npm1/Ran/Rps15/Sem1/Sfn/Sqstm1/Srsf3/Stat3/Ywhae/Zc3h12a	17	-1	SPF	EC (Saa1 high)
GO:00511691	GO:0051169	nuclear transport	17/445	347/28943	3.12397415990424e-05	0.000831019342401554	0.000591688704681721	Bcl3/Gas6/Hsp90ab1/Hspa9/Ier3/Lmna/Nfkbia/Npm1/Ran/Rps15/Sem1/Sfn/Sqstm1/Srsf3/Stat3/Ywhae/Zc3h12a	17	-1	SPF	EC (Saa1 high)
GO:00605372	GO:0060537	muscle tissue development	21/445	494/28943	3.15002819812089e-05	0.000832326242684694	0.000592619222295721	Atf3/Btg2/Cdc42/Csrp2/Egr1/Fdps/Flnb/Fos/Gpx1/Ifrd1/Itgb1/Jarid2/Lmna/Ly6e/Naca/Ndufv2/Nr4a1/Nupr1/Pim1/Usp2/Zfand5	21	-1	SPF	EC (Saa1 high)
GO:00602131	GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	4/445	13/28943	3.53135497758256e-05	0.00091004532650606	0.000647955484268181	Btg2/Pabpc1/Tob1/Zfp36	4	-1	SPF	EC (Saa1 high)
GO:00434841	GO:0043484	regulation of RNA splicing	12/445	187/28943	3.55974041864194e-05	0.00091004532650606	0.000647955484268181	Ccnl1/Esrp1/Ncl/Npm1/Ptbp1/Rbm3/Rps13/Rps26/Slc38a2/Srsf3/Tra2b/Zbtb7a	12	-1	SPF	EC (Saa1 high)
GO:00016593	GO:0001659	temperature homeostasis	12/445	189/28943	3.95012984386422e-05	0.000990551668490026	0.0007052762838894	Acadl/Egr1/Gadd45g/Gnas/Gpx1/Gpx2/Id1/Il1rn/Plac8/Sqstm1/Stat3/Ucp2	12	-1	SPF	EC (Saa1 high)
GO:00512515	GO:0051251	positive regulation of lymphocyte activation	20/445	465/28943	4.11582206209992e-05	0.00102298475813959	0.000728368758185027	Actb/Anxa1/Cd38/Cd47/Cd74/Gas6/H2-Aa/H2-Ab1/H2-Eb1/Hsp90aa1/Hspd1/Igha/Ighg2b/Ighg2c/Igkc/Irf1/Nfkbiz/Pycard/Rps3/Tfrc	20	-1	SPF	EC (Saa1 high)
GO:00003023	GO:0000302	response to reactive oxygen species	12/445	190/28943	4.15887058724919e-05	0.001023342093875	0.000728623182489776	Anxa1/Fos/Gch1/Gpx1/Jun/Mapk13/Prdx1/Psap/Rack1/Rps3/Tnfaip3/Ucp2	12	-1	SPF	EC (Saa1 high)
GO:00725943	GO:0072594	establishment of protein localization to organelle	19/445	428/28943	4.18496881967723e-05	0.00102336784118443	0.000728641514664953	Atpif1/Bcl3/Cct2/Hk2/Hsp90aa1/Hsp90ab1/Hspa5/Hspd1/Lmna/Nfkbia/Ran/Samm50/Sec61b/Sec61g/Sqstm1/Stat3/Tnfaip3/Ywhaz/Zc3h12a	19	-1	SPF	EC (Saa1 high)
GO:00508212	GO:0050821	protein stabilization	12/445	193/28943	4.84348130162744e-05	0.00116273084661629	0.000827868466382148	Cct2/Cd74/Hsp90aa1/Hsp90ab1/Hspd1/Npm1/Pim1/Rpl11/Rpl23/Rpl5/Rps7/Usp2	12	-1	SPF	EC (Saa1 high)
GO:00442422	GO:0044242	cellular lipid catabolic process	13/445	228/28943	5.80384595445765e-05	0.00136010366206546	0.000968398607563955	Abcd3/Acadl/Acads/Acot7/Cpt1a/Dbi/Etfa/Etfb/Hadha/Ldlr/Nudt19/Psap/Smpdl3a	13	-1	SPF	EC (Saa1 high)
GO:00506782	GO:0050678	regulation of epithelial cell proliferation	19/445	442/28943	6.42441928079716e-05	0.00144010536787949	0.00102536010445118	Atp5a1/Atpif1/Azin1/Cdc42/Ceacam2/Cyba/Esrp1/Gpx1/Id1/Jun/Lrg1/Npm1/Nr4a1/Nupr1/Sfn/Stat3/Tnfaip3/Zfp36/Zfp36l1	19	-1	SPF	EC (Saa1 high)
GO:0045444	GO:0045444	fat cell differentiation	14/445	265/28943	6.94660243875133e-05	0.00152666325323593	0.00108698962431113	Arl4a/Cebpd/Gpx1/Itga6/Klf4/Lrg1/Nr4a1/Pim1/Plac8/Psmb8/Zbtb7a/Zc3h12a/Zfp36/Zfp36l1	14	-1	SPF	EC (Saa1 high)
GO:00510982	GO:0051098	regulation of binding	18/445	408/28943	7.1721923065484e-05	0.00156005089010393	0.00111076173959514	Actb/Atp2a3/Calm1/Cdc42/Cycs/Eif4g1/Hsp90ab1/Id1/Jun/Klf4/Plaur/Rack1/Ran/Rpl11/Slpi/Smim6/Sri/Zbtb7a	18	-1	SPF	EC (Saa1 high)
GO:00024606	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	20/445	486/28943	7.55410402760491e-05	0.00161745218848928	0.00115163166663021	Anxa1/Bcl3/Cd74/Ctsc/Gadd45g/H2-Aa/H2-Ab1/H2-Eb1/Hspd1/Igha/Ighg2b/Ighg2c/Igkc/Irf1/Nfkbiz/Parp3/Stat3/Tfrc/Tnfaip3/Zc3h12a	20	-1	SPF	EC (Saa1 high)
GO:1902600	GO:1902600	proton transmembrane transport	8/445	90/28943	7.55933966680285e-05	0.00161745218848928	0.00115163166663021	Atp5a1/Atp5b/Atp5d/Atp5g1/Atp5g2/Atp5g3/Ndufa4/Taco1	8	-1	SPF	EC (Saa1 high)
GO:00108212	GO:0010821	regulation of mitochondrion organization	10/445	146/28943	9.2031208978403e-05	0.00191707338490991	0.00136496301592585	Atpif1/Chchd10/Gpx1/Ier3/Lmna/Plaur/Pycard/Slc25a5/Tfrc/Vdac1	10	-1	SPF	EC (Saa1 high)
GO:00712432	GO:0071243	cellular response to arsenic-containing substance	4/445	17/28943	0.000111947596463109	0.00222594791553162	0.0015848827718302	Mapk13/Slc38a2/Vcp/Zc3h12a	4	-1	SPF	EC (Saa1 high)
GO:00987602	GO:0098760	response to interleukin-7	4/445	17/28943	0.000111947596463109	0.00222594791553162	0.0015848827718302	Atp5b/Hspd1/P4hb/Ybx1	4	-1	SPF	EC (Saa1 high)
GO:00987612	GO:0098761	cellular response to interleukin-7	4/445	17/28943	0.000111947596463109	0.00222594791553162	0.0015848827718302	Atp5b/Hspd1/P4hb/Ybx1	4	-1	SPF	EC (Saa1 high)
GO:00442825	GO:0044282	small molecule catabolic process	16/445	350/28943	0.000119073785943975	0.00232293199800828	0.00165393578083661	Abcd3/Acadl/Acads/Acot7/Aldh1l1/Cpt1a/Dbi/Dcxr/Ddah1/Etfa/Etfb/Gale/Gda/Hadha/Nos2/Nudt19	16	-1	SPF	EC (Saa1 high)
GO:0070555	GO:0070555	response to interleukin-1	8/445	96/28943	0.00011936938281156	0.00232293199800828	0.00165393578083661	Anxa1/Cd47/Egr1/Il1rn/Irf1/Mapk13/Pycard/Zc3h12a	8	-1	SPF	EC (Saa1 high)
GO:00432541	GO:0043254	regulation of protein-containing complex assembly	18/445	425/28943	0.000119775259231821	0.00232293199800828	0.00165393578083661	Arpc3/Arpc5/Capg/Cdc42/Eif4g1/Gda/Hsp90aa1/Lgals3/Pycard/Rack1/Rap1b/Rpl13a/Rps3/Sptan1/Ssh2/Tfrc/Tmsb10/Vcp	18	-1	SPF	EC (Saa1 high)
GO:000941011	GO:0009410	response to xenobiotic stimulus	15/445	317/28943	0.000132511090046903	0.00250815462266663	0.00178581494329405	Cd38/Fos/Gas6/Gnas/Gpx1/Gsta4/Gstm1/Gstm2/Hadha/Jun/Mgst1/Nos2/Rap1b/Tfrc/Ywhaz	15	-1	SPF	EC (Saa1 high)
GO:0071356	GO:0071356	cellular response to tumor necrosis factor	11/445	183/28943	0.00013398238266435	0.0025238690935385	0.00179700370201543	Actn4/Gas6/Irf1/Krt18/Krt8/Nfkbia/Pycard/Rps3/Zc3h12a/Zfp36/Zfp36l1	11	-1	SPF	EC (Saa1 high)
GO:19016521	GO:1901652	response to peptide	18/445	430/28943	0.000138470184035575	0.00258368300733677	0.00183959141973927	Ano1/Anxa1/Car2/Ceacam2/Cyc1/Egr1/Hadha/Irf1/Ncl/Nfkbia/Nr4a1/Rpl23/Socs3/Srsf3/Stat3/Tnfaip3/Ybx1/Zfp36l1	18	-1	SPF	EC (Saa1 high)
GO:1903578	GO:1903578	regulation of ATP metabolic process	7/445	75/28943	0.000156308249240246	0.0028891341655345	0.00205707372239573	Atpif1/Ier3/Ndufc2/Nupr1/Stat3/Vcp/Zbtb7a	7	-1	SPF	EC (Saa1 high)
GO:0051926	GO:0051926	negative regulation of calcium ion transport	7/445	76/28943	0.000169916473034123	0.0031114472294667	0.00221536140851833	Calm1/Calm2/Smim6/Sri/Usp2/Vdac1/Ywhae	7	-1	SPF	EC (Saa1 high)
GO:19026521	GO:1902652	secondary alcohol metabolic process	10/445	158/28943	0.000176569953782098	0.00320628702846785	0.00228288768012243	Acadl/Aco2/Cyp51/Dhcr24/Fdft1/Fdps/Hmgcs1/Idh3b/Ldlr/Msmo1	10	-1	SPF	EC (Saa1 high)
GO:00513463	GO:0051346	negative regulation of hydrolase activity	16/445	366/28943	0.000197953291340508	0.00349480765922681	0.00248831538749007	Anxa1/Anxa8/Atpif1/Dhcr24/Gas6/Gpx1/Klf4/Nr4a1/Pebp1/Plaur/Ppp1r15a/Ppp1r1b/Sfn/Slpi/Spink4/Wfdc2	16	-1	SPF	EC (Saa1 high)
GO:00069191	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	7/445	78/28943	0.000200007583494406	0.00349968824985544	0.00249179038524258	Atp2a3/Cycs/Hspd1/Pycard/Rack1/Rps27l/Vcp	7	-1	SPF	EC (Saa1 high)
GO:0071347	GO:0071347	cellular response to interleukin-1	7/445	79/28943	0.000216587814467895	0.00372360797187817	0.00265122201759597	Cd47/Egr1/Il1rn/Irf1/Mapk13/Pycard/Zc3h12a	7	-1	SPF	EC (Saa1 high)
GO:00507772	GO:0050777	negative regulation of immune response	11/445	194/28943	0.00022307454517269	0.00378553657045207	0.00269531539834334	Anxa1/Banf1/Gpx1/Gpx2/Irf1/Lgals3/Parp3/Pglyrp1/Rps19/Tnfaip3/Zc3h12a	11	-1	SPF	EC (Saa1 high)
GO:00513484	GO:0051348	negative regulation of transferase activity	13/445	262/28943	0.00023175715330041	0.00389926458352015	0.00277629014502471	Actb/Gadd45g/Mvp/Npm1/Parp3/Ppia/Pycard/Rpl11/Rpl23/Rpl5/Rps7/Tnfaip3/Zfp36	13	-1	SPF	EC (Saa1 high)
GO:00066952	GO:0006695	cholesterol biosynthetic process	6/445	57/28943	0.000238865315888287	0.00393521242101955	0.00280188513219391	Cyp51/Dhcr24/Fdft1/Fdps/Hmgcs1/Msmo1	6	-1	SPF	EC (Saa1 high)
GO:0034113	GO:0034113	heterotypic cell-cell adhesion	6/445	57/28943	0.000238865315888287	0.00393521242101955	0.00280188513219391	Dsc2/Il1rn/Itgb1/Klf4/Perp/Tnfaip3	6	-1	SPF	EC (Saa1 high)
GO:19026532	GO:1902653	secondary alcohol biosynthetic process	6/445	57/28943	0.000238865315888287	0.00393521242101955	0.00280188513219391	Cyp51/Dhcr24/Fdft1/Fdps/Hmgcs1/Msmo1	6	-1	SPF	EC (Saa1 high)
GO:1903170	GO:1903170	negative regulation of calcium ion transmembrane transport	6/445	57/28943	0.000238865315888287	0.00393521242101955	0.00280188513219391	Calm1/Calm2/Smim6/Sri/Vdac1/Ywhae	6	-1	SPF	EC (Saa1 high)
GO:0071322	GO:0071322	cellular response to carbohydrate stimulus	10/445	164/28943	0.000238891483013379	0.00393521242101955	0.00280188513219391	Ano1/Aqp4/Gas6/Gpx1/Mapk13/Rack1/Sri/Tra2b/Ucp2/Zfp36l1	10	-1	SPF	EC (Saa1 high)
GO:19038291	GO:1903829	positive regulation of protein localization	19/445	493/28943	0.000261266346809751	0.00425043639417352	0.00302632571359012	Agr2/Ano1/Cct2/Cd38/Cdc42/Gas6/Hsp90ab1/Itgb1/Lgals3/Npm1/Ppia/Rack1/Ran/Sfn/Sqstm1/Sri/Tfrc/Ywhae/Zc3h12a	19	-1	SPF	EC (Saa1 high)
GO:00070061	GO:0007006	mitochondrial membrane organization	8/445	108/28943	0.00027010710233418	0.00432281163369784	0.00307785713956321	Atpif1/Chchd10/Hk2/Hsp90aa1/Ier3/Samm50/Slc25a5/Stat3	8	-1	SPF	EC (Saa1 high)
GO:00508635	GO:0050863	regulation of T cell activation	16/445	378/28943	0.000283802712938853	0.00452360842445451	0.00322082516324809	Actb/Anxa1/Cd47/Cd74/H2-Aa/H2-Ab1/H2-Eb1/Hsp90aa1/Hspd1/Irf1/Lgals3/Nfkbiz/Pycard/Rps3/Tfrc/Zc3h12a	16	-1	SPF	EC (Saa1 high)
GO:00359673	GO:0035967	cellular response to topologically incorrect protein	8/445	109/28943	0.000287651118190135	0.00454762104056152	0.0032379222306633	Agr2/Atf3/Hspa1a/Hspa5/Hspa9/Hspd1/Ppp1r15a/Vcp	8	-1	SPF	EC (Saa1 high)
GO:0015931	GO:0015931	nucleobase-containing compound transport	11/445	200/28943	0.000289929611679183	0.00454762104056152	0.0032379222306633	Arc/Cd47/Eif5a/Npm1/Ran/Sem1/Slc25a5/Srsf3/Ybx1/Zfp36/Zfp36l1	11	-1	SPF	EC (Saa1 high)
GO:00359663	GO:0035966	response to topologically incorrect protein	9/445	138/28943	0.000295787289574412	0.00460282434408877	0.00327722717760207	Agr2/Atf3/Hsp90aa1/Hspa1a/Hspa5/Hspa9/Hspd1/Ppp1r15a/Vcp	9	-1	SPF	EC (Saa1 high)
GO:0046902	GO:0046902	regulation of mitochondrial membrane permeability	6/445	60/28943	0.000317024598779551	0.00480048402075035	0.00341796156497953	Atpif1/Chchd10/Hk2/Ier3/Slc25a5/Stat3	6	-1	SPF	EC (Saa1 high)
GO:0002698	GO:0002698	negative regulation of immune effector process	9/445	140/28943	0.000329038950354183	0.00487002386294894	0.00346747417804982	Anxa1/Cd47/Irf1/Lgals3/Parp3/Pglyrp1/Rps19/Tnfaip3/Zc3h12a	9	-1	SPF	EC (Saa1 high)
GO:0071496	GO:0071496	cellular response to external stimulus	14/445	308/28943	0.000330753327598893	0.00487706311144885	0.00347248614782517	Atf3/Chka/Dsc2/Eif4g1/Fos/Gas6/Hspa5/Itga6/Jun/Klf10/Pim1/Slc39a4/Tfrc/Zc3h12a	14	-1	SPF	EC (Saa1 high)
GO:0006809	GO:0006809	nitric oxide biosynthetic process	7/445	85/28943	0.000340854948445538	0.00498864658747242	0.00355193397656219	Cd47/Ddah1/Hsp90aa1/Klf2/Klf4/Nos2/Zc3h12a	7	-1	SPF	EC (Saa1 high)
GO:00069595	GO:0006959	humoral immune response	17/445	425/28943	0.000356347229998822	0.00517156277294921	0.0036821709461823	Bcl3/Ccl28/Dmbt1/Fau/Igha/Ighg2b/Ighg2c/Igkc/Jchain/Lgals3/Lgals4/Pglyrp1/Rpl30/Rpl39/Rps19/Slpi/Wfdc2	17	-1	SPF	EC (Saa1 high)
GO:00028191	GO:0002819	regulation of adaptive immune response	12/445	239/28943	0.000358888696546284	0.00517562197180484	0.00368506111009352	Anxa1/Cd74/H2-Ab1/Hspd1/Ighg2b/Irf1/Nfkbiz/Parp3/Pycard/Tfrc/Tnfaip3/Zc3h12a	12	-1	SPF	EC (Saa1 high)
GO:00469392	GO:0046939	nucleotide phosphorylation	8/445	113/28943	0.000367391248299624	0.00524064979911456	0.00373136115263882	Bpgm/Gale/Hk2/Ier3/Nme2/Nupr1/Stat3/Zbtb7a	8	-1	SPF	EC (Saa1 high)
GO:0009266	GO:0009266	response to temperature stimulus	10/445	174/28943	0.000383360872602558	0.00540539476442637	0.00384866014937032	Acadl/Ano1/Hsp90aa1/Hsp90ab1/Hspa1a/Plac8/Rbm3/Ucp2/Vcp/Ywhae	10	-1	SPF	EC (Saa1 high)
GO:0098780	GO:0098780	response to mitochondrial depolarisation	4/445	23/28943	0.000387178390543113	0.00540539476442637	0.00384866014937032	Atpif1/Hk2/Sqstm1/Vdac1	4	-1	SPF	EC (Saa1 high)
GO:1904666	GO:1904666	regulation of ubiquitin protein ligase activity	4/445	23/28943	0.000387178390543113	0.00540539476442637	0.00384866014937032	Rpl11/Rpl23/Rpl5/Rps7	4	-1	SPF	EC (Saa1 high)
GO:00436481	GO:0043648	dicarboxylic acid metabolic process	7/445	87/28943	0.000393075361867097	0.00546833109424297	0.00389347103831906	Acly/Aldh1l1/Idh3b/Mdh1/Mdh2/Sdhb/Suclg1	7	-1	SPF	EC (Saa1 high)
GO:0000056	GO:0000056	ribosomal small subunit export from nucleus	3/445	10/28943	0.000399758174955999	0.00554171808028791	0.00394572283138556	Npm1/Ran/Rps15	3	-1	SPF	EC (Saa1 high)
GO:0060047	GO:0060047	heart contraction	12/445	242/28943	0.000401496320257972	0.00554628425563381	0.00394897396434711	Calm1/Calm2/Cdc42/Dsc2/Gch1/Gpx1/Hbegf/Kcne3/Nos2/Pebp1/Sri/Zc3h12a	12	-1	SPF	EC (Saa1 high)
GO:0006403	GO:0006403	RNA localization	10/445	177/28943	0.000438742290507251	0.00595630481974843	0.00424091005307009	Arc/Cct2/Eif5a/Npm1/Ran/Sem1/Srsf3/Ybx1/Zfp36/Zfp36l1	10	-1	SPF	EC (Saa1 high)
GO:00421763	GO:0042176	regulation of protein catabolic process	15/445	355/28943	0.000443725834416937	0.00600325982852056	0.00427434218503275	Azin1/Cyp51/Eif3h/Gpx1/Hsp90aa1/Hsp90ab1/Hspa1a/Ier3/Ldlr/Nos2/Nupr1/Rack1/Rpl11/Tnfaip3/Vcp	15	-1	SPF	EC (Saa1 high)
GO:0006605	GO:0006605	protein targeting	13/445	282/28943	0.000468197595687711	0.00623900767945432	0.00444219548691546	Atpif1/Hsp90aa1/Hspa5/Hspd1/Naca/Rpl11/Samm50/Sec61b/Sec61g/Ywhab/Ywhae/Ywhaq/Ywhaz	13	-1	SPF	EC (Saa1 high)
GO:0034504	GO:0034504	protein localization to nucleus	14/445	320/28943	0.000484153371625211	0.0063963484029814	0.00455422263736467	Bcl3/Chchd10/Hsp90ab1/Lmna/Nfkbia/Npm1/Ran/Rpl11/Sqstm1/Stat3/Tfrc/Ywhae/Zbtb7a/Zc3h12a	14	-1	SPF	EC (Saa1 high)
GO:00018362	GO:0001836	release of cytochrome c from mitochondria	6/445	65/28943	0.00049039350014641	0.0064418760819767	0.0045866385054888	Gpx1/Jun/Lmna/Plaur/Pycard/Sfn	6	-1	SPF	EC (Saa1 high)
GO:0009743	GO:0009743	response to carbohydrate	11/445	214/28943	0.000513885528940893	0.00663333549980425	0.00472295828669404	Ano1/Aqp4/Egr1/Gas6/Gpx1/Mapk13/Rack1/Sri/Tra2b/Ucp2/Zfp36l1	11	-1	SPF	EC (Saa1 high)
GO:00434671	GO:0043467	regulation of generation of precursor metabolites and energy	9/445	149/28943	0.000519239874180543	0.00663716683327531	0.00472568620964725	Cox7a2l/Cycs/Ier3/Ndufa4/Nupr1/Stat3/Taco1/Vcp/Zbtb7a	9	-1	SPF	EC (Saa1 high)
GO:19010281	GO:1901028	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	4/445	25/28943	0.000539837642415809	0.00681332084961665	0.00485110849097741	Atpif1/Chchd10/Ier3/Slc25a5	4	-1	SPF	EC (Saa1 high)
GO:00025036	GO:0002503	peptide antigen assembly with MHC class II protein complex	3/445	11/28943	0.000543404304490635	0.00681332084961665	0.00485110849097741	H2-Aa/H2-Ab1/H2-Eb1	3	-1	SPF	EC (Saa1 high)
GO:0034115	GO:0034115	negative regulation of heterotypic cell-cell adhesion	3/445	11/28943	0.000543404304490635	0.00681332084961665	0.00485110849097741	Il1rn/Klf4/Tnfaip3	3	-1	SPF	EC (Saa1 high)
GO:0070587	GO:0070587	regulation of cell-cell adhesion involved in gastrulation	3/445	11/28943	0.000543404304490635	0.00681332084961665	0.00485110849097741	Il1rn/Klf4/Tnfaip3	3	-1	SPF	EC (Saa1 high)
GO:0044270	GO:0044270	cellular nitrogen compound catabolic process	17/445	443/28943	0.000569184175132917	0.00709138638448828	0.00504909213317441	Acadl/Acot7/Aldh1l1/Btg2/Gda/Hnrnpab/Npm1/Nudt19/Pabpc1/Pde9a/Smpdl3a/Tob1/Vcp/Ybx1/Zc3h12a/Zfp36/Zfp36l1	17	-1	SPF	EC (Saa1 high)
GO:0006470	GO:0006470	protein dephosphorylation	12/445	252/28943	0.000575680848721011	0.00714970189720701	0.00509061298404135	Calm1/Calm2/Dusp5/Hsp90ab1/Ppia/Ppp1r15a/Ppp1r1b/Ppp6r1/Ptbp1/Ssh2/Ywhab/Ywhae	12	-1	SPF	EC (Saa1 high)
GO:00060901	GO:0006090	pyruvate metabolic process	8/445	121/28943	0.000580888926601449	0.00719169718248397	0.00512051377537126	Bpgm/Gale/Hk2/Ier3/Nupr1/Pdha1/Stat3/Zbtb7a	8	-1	SPF	EC (Saa1 high)
GO:2001057	GO:2001057	reactive nitrogen species metabolic process	7/445	93/28943	0.000589085514552391	0.00722501455075627	0.00514423585916713	Cd47/Ddah1/Hsp90aa1/Klf2/Klf4/Nos2/Zc3h12a	7	-1	SPF	EC (Saa1 high)
GO:00466851	GO:0046685	response to arsenic-containing substance	4/445	26/28943	0.000630293764929821	0.00758858272944558	0.00540309768552426	Mapk13/Slc38a2/Vcp/Zc3h12a	4	-1	SPF	EC (Saa1 high)
GO:00025795	GO:0002579	positive regulation of antigen processing and presentation	3/445	12/28943	0.000716289616159603	0.00831867911156447	0.00592292888630033	Cd74/H2-Ab1/Pycard	3	-1	SPF	EC (Saa1 high)
GO:00105654	GO:0010565	regulation of cellular ketone metabolic process	9/445	156/28943	0.000722738340782256	0.0083199439990051	0.00592382949062219	Acadl/Anxa1/Cd74/Ceacam2/Clcn2/Cpt1a/Dbi/Egr1/Gk	9	-1	SPF	EC (Saa1 high)
